id,bi_sponsor_bi,bi_sponsor_count,cosponsor_count,cosponsor_normalized,cosponsor_rank,dw_nominate,missed_votes_pct,name,party,seniority,sponsor_count,sponsor_normalized,sponsor_rank,state,top_cosponsor_subjects,top_cosponsor_subjects_1_text,top_cosponsor_subjects_1_count,top_cosponsor_subjects_2_text,top_cosponsor_subjects_2_count,top_cosponsor_subjects_3_text,top_cosponsor_subjects_3_count,top_cosponsor_subjects_4_text,top_cosponsor_subjects_4_count,top_cosponsor_subjects_5_text,top_cosponsor_subjects_5_count,top_sponsor_subjects,top_sponsor_subjects_1_text,top_sponsor_subjects_1_count,top_sponsor_subjects_2_text,top_sponsor_subjects_2_count,top_sponsor_subjects_3_text,top_sponsor_subjects_3_count,top_sponsor_subjects_4_text,top_sponsor_subjects_4_count,top_sponsor_subjects_5_text,top_sponsor_subjects_5_count,total_votes,votes_with_party_pct,color,size,bi_pct,chamber,congress
N000188,3,6,221,0.75347794,68,-0.381,0.46,Donald Norcross,D,6,6,0.230769231,95,NJ,"[(Health, 32), (Government operations and politics, 24), (Labor and employment, 22), (Education, 19), (International affairs, 16)]",Health,32,Government operations and politics,24,Labor and employment,22,Education,19,International affairs,16,"[(Crime and law enforcement, 1), (Social welfare, 1), (Armed forces and national security, 1), (Labor and employment, 1), (Public lands and natural resources, 1)]",Crime and law enforcement,1,Social welfare,1,Armed forces and national security,1,Labor and employment,1,Public lands and natural resources,1,654,94.78,blue,20,0.5,house,115
N000189,3,17,122,0.553644614,100,0.369,9.17,Dan Newhouse,R,4,17,0.352941176,74,WA,"[(Health, 18), (Taxation, 13), (Public lands and natural resources, 12), (Armed forces and national security, 10), (Crime and law enforcement, 8)]",Health,18,Taxation,13,Public lands and natural resources,12,Armed forces and national security,10,Crime and law enforcement,8,"[(Congress, 6), (Environmental protection, 5), (Agriculture and food, 1), (Water resources development, 1), (Energy, 1)]",Congress,6,Environmental protection,5,Agriculture and food,1,Water resources development,1,Energy,1,654,95.79,red,20,0.176470588,house,115
W000810,1,10,50,0.771071429,5,0.655,1.38,Rob Woodall,R,8,10,0.5,21,GA,"[(Health, 7), (Taxation, 6), (Government operations and politics, 5), (Crime and law enforcement, 4), (Labor and employment, 3)]",Health,7,Taxation,6,Government operations and politics,5,Crime and law enforcement,4,Labor and employment,3,"[(Congress, 8), (Taxation, 1), (Transportation and public works, 1)]",Congress,8,Taxation,1,Transportation and public works,1,,,,,654,94.26,red,20,0.1,house,115
W000816,2,10,124,0.616935484,42,0.604,1.38,Roger Williams,R,6,10,0.22,199,TX,"[(Finance and financial sector, 21), (Crime and law enforcement, 13), (Taxation, 12), (International affairs, 12), (Health, 9)]",Finance and financial sector,21,Crime and law enforcement,13,Taxation,12,International affairs,12,Health,9,"[(Finance and financial sector, 5), (Animals, 1), (Energy, 1), (Housing and community development, 1), (None, 1)]",Finance and financial sector,5,Animals,1,Energy,1,Housing and community development,1,None,1,654,97.05,red,20,0.2,house,115
W000815,6,12,99,0.696067821,12,0.577,0.31,Brad Wenstrup,R,6,12,0.333333333,82,OH,"[(Health, 22), (Armed forces and national security, 15), (Taxation, 12), (Crime and law enforcement, 9), (Labor and employment, 4)]",Health,22,Armed forces and national security,15,Taxation,12,Crime and law enforcement,9,Labor and employment,4,"[(Armed forces and national security, 6), (Health, 3), (Government operations and politics, 1), (Energy, 1), (None, 1)]",Armed forces and national security,6,Health,3,Government operations and politics,1,Energy,1,None,1,654,96.63,red,20,0.5,house,115
W000814,2,6,180,0.570039683,84,0.711,2.14,Randy Weber,R,6,6,0.233333333,183,TX,"[(International affairs, 54), (Health, 13), (Taxation, 13), (Government operations and politics, 12), (Crime and law enforcement, 12)]",International affairs,54,Health,13,Taxation,13,Government operations and politics,12,Crime and law enforcement,12,"[(Energy, 3), (Public lands and natural resources, 1), (Transportation and public works, 1), (Taxation, 1)]",Energy,3,Public lands and natural resources,1,Transportation and public works,1,Taxation,1,,,654,94.22,red,20,0.333333333,house,115
N000181,5,8,70,0.6375,32,0.453,1.38,Devin Nunes,R,16,8,0.3,101,CA,"[(Health, 14), (Taxation, 8), (International affairs, 8), (Armed forces and national security, 5), (Government operations and politics, 5)]",Health,14,Taxation,8,International affairs,8,Armed forces and national security,5,Government operations and politics,5,"[(Health, 3), (Congress, 2), (None, 1), (Public lands and natural resources, 1), (Armed forces and national security, 1)]",Health,3,Congress,2,None,1,Public lands and natural resources,1,Armed forces and national security,1,654,96.12,red,20,0.625,house,115
W000819,1,6,101,0.539515559,124,0.618,2.6,Mark Walker,R,4,6,0.2,207,NC,"[(Health, 15), (Crime and law enforcement, 12), (Government operations and politics, 10), (Taxation, 9), (Finance and financial sector, 7)]",Health,15,Crime and law enforcement,12,Government operations and politics,10,Taxation,9,Finance and financial sector,7,"[(Crime and law enforcement, 1), (Congress, 1), (Taxation, 1), (International affairs, 1), (Education, 1)]",Crime and law enforcement,1,Congress,1,Taxation,1,International affairs,1,Education,1,654,96.7,red,20,0.166666667,house,115
N000184,7,21,133,0.548939313,109,0.387,0.92,Kristi Noem,R,8,21,0.314285714,97,SD,"[(Taxation, 23), (Health, 14), (Crime and law enforcement, 14), (International affairs, 11), (Immigration, 9)]",Taxation,23,Health,14,Crime and law enforcement,14,International affairs,11,Immigration,9,"[(Agriculture and food, 5), (Taxation, 4), (Health, 4), (Social welfare, 3), (Native Americans, 1)]",Agriculture and food,5,Taxation,4,Health,4,Social welfare,3,Native Americans,1,654,95.68,red,20,0.333333333,house,115
S001201,5,6,187,0.830102815,21,,2.91,Thomas Suozzi,D,2,6,0.230769231,95,NY,"[(International affairs, 35), (Health, 20), (Armed forces and national security, 17), (Government operations and politics, 17), (Crime and law enforcement, 16)]",International affairs,35,Health,20,Armed forces and national security,17,Government operations and politics,17,Crime and law enforcement,16,"[(International affairs, 2), (Crime and law enforcement, 1), (Transportation and public works, 1), (Public lands and natural resources, 1), (Armed forces and national security, 1)]",International affairs,2,Crime and law enforcement,1,Transportation and public works,1,Public lands and natural resources,1,Armed forces and national security,1,654,90.08,blue,20,0.833333333,house,115
S001200,2,13,409,0.682470348,148,,0.76,Darren Soto,D,2,13,0.24852071,86,FL,"[(Government operations and politics, 49), (Health, 47), (Immigration, 39), (Armed forces and national security, 36), (Taxation, 30)]",Government operations and politics,49,Health,47,Immigration,39,Armed forces and national security,36,Taxation,30,"[(Science, technology, communications, 2), (Energy, 2), (Education, 2), (Government operations and politics, 1), (Crime and law enforcement, 1)]","Science, technology, communications",2,Energy,2,Education,2,Government operations and politics,1,Crime and law enforcement,1,654,95.53,blue,20,0.153846154,house,115
K000387,12,16,156,0.646062271,26,0.445,1.22,Steve Knight,R,4,16,0.4125,50,CA,"[(Armed forces and national security, 26), (Health, 22), (International affairs, 13), (Government operations and politics, 12), (Taxation, 12)]",Armed forces and national security,26,Health,22,International affairs,13,Government operations and politics,12,Taxation,12,"[(Commerce, 3), (Transportation and public works, 3), (Water resources development, 2), (Science, technology, communications, 2), (Government operations and politics, 1)]",Commerce,3,Transportation and public works,3,Water resources development,2,"Science, technology, communications",2,Government operations and politics,1,654,92.41,red,20,0.75,house,115
H000324,6,28,464,0.706803923,115,-0.564,2.29,Alcee Hastings,D,26,28,0.239010989,93,FL,"[(Health, 60), (International affairs, 41), (Government operations and politics, 39), (Crime and law enforcement, 35), (Armed forces and national security, 33)]",Health,60,International affairs,41,Government operations and politics,39,Crime and law enforcement,35,Armed forces and national security,33,"[(International affairs, 13), (Health, 4), (Animals, 2), (Education, 2), (Government operations and politics, 1)]",International affairs,13,Health,4,Animals,2,Education,2,Government operations and politics,1,654,93.9,blue,20,0.214285714,house,115
K000382,7,13,287,0.809335783,32,-0.259,1.07,Ann Kuster,D,6,13,0.49704142,13,NH,"[(Armed forces and national security, 57), (Health, 39), (Government operations and politics, 24), (Crime and law enforcement, 23), (Taxation, 17)]",Armed forces and national security,57,Health,39,Government operations and politics,24,Crime and law enforcement,23,Taxation,17,"[(Armed forces and national security, 3), (Crime and law enforcement, 2), (Agriculture and food, 2), (Commerce, 1), (Government operations and politics, 1)]",Armed forces and national security,3,Crime and law enforcement,2,Agriculture and food,2,Commerce,1,Government operations and politics,1,654,93.2,blue,20,0.538461538,house,115
E000294,5,13,156,0.575034341,74,0.424,0.76,Tom Emmer,R,4,13,0.446153846,39,MN,"[(Health, 25), (Finance and financial sector, 23), (Taxation, 16), (Crime and law enforcement, 13), (International affairs, 11)]",Health,25,Finance and financial sector,23,Taxation,16,Crime and law enforcement,13,International affairs,11,"[(Government operations and politics, 2), (Finance and financial sector, 2), (Taxation, 2), (International affairs, 2), (Health, 2)]",Government operations and politics,2,Finance and financial sector,2,Taxation,2,International affairs,2,Health,2,654,95.38,red,20,0.384615385,house,115
U000031,5,7,83,0.431583477,236,0.339,1.53,Fred Upton,R,32,7,0.285714286,122,MI,"[(Health, 14), (Armed forces and national security, 11), (Taxation, 7), (Immigration, 6), (Public lands and natural resources, 5)]",Health,14,Armed forces and national security,11,Taxation,7,Immigration,6,Public lands and natural resources,5,"[(Health, 2), (Transportation and public works, 2), (Finance and financial sector, 1), (None, 1), (Energy, 1)]",Health,2,Transportation and public works,2,Finance and financial sector,1,None,1,Energy,1,654,89.75,red,20,0.714285714,house,115
S000051,3,9,84,0.415603741,242,0.7,3.36,Mark Sanford,R,6,9,0.2,207,SC,"[(Health, 14), (Taxation, 10), (Economics and public finance, 9), (Government operations and politics, 8), (International affairs, 6)]",Health,14,Taxation,10,Economics and public finance,9,Government operations and politics,8,International affairs,6,"[(Economics and public finance, 2), (Emergency management, 1), (Government operations and politics, 1), (Energy, 1), (Transportation and public works, 1)]",Economics and public finance,2,Emergency management,1,Government operations and politics,1,Energy,1,Transportation and public works,1,654,87.82,red,20,0.333333333,house,115
V000081,7,39,325,0.678232312,156,-0.544,1.99,Nydia Velázquez,D,26,39,0.25443787,78,NY,"[(Government operations and politics, 37), (Health, 32), (Armed forces and national security, 26), (Immigration, 25), (International affairs, 22)]",Government operations and politics,37,Health,32,Armed forces and national security,26,Immigration,25,International affairs,22,"[(Commerce, 10), (Government operations and politics, 5), (Crime and law enforcement, 3), (Finance and financial sector, 3), (Immigration, 3)]",Commerce,10,Government operations and politics,5,Crime and law enforcement,3,Finance and financial sector,3,Immigration,3,654,94.54,blue,20,0.179487179,house,115
V000129,2,5,201,0.487828714,198,0.255,2.45,David Valadao,R,6,5,0.72,4,CA,"[(Health, 34), (Taxation, 26), (Armed forces and national security, 25), (Public lands and natural resources, 12), (Government operations and politics, 11)]",Health,34,Taxation,26,Armed forces and national security,25,Public lands and natural resources,12,Government operations and politics,11,"[(Water resources development, 2), (Agriculture and food, 1), (Government operations and politics, 1), (Armed forces and national security, 1)]",Water resources development,2,Agriculture and food,1,Government operations and politics,1,Armed forces and national security,1,,,654,91.54,red,20,0.4,house,115
A000055,0,2,82,0.540505226,122,0.36,4.28,Robert Aderholt,R,22,2,0.3,101,AL,"[(Health, 16), (Crime and law enforcement, 13), (Taxation, 9), (Environmental protection, 7), (International affairs, 6)]",Health,16,Crime and law enforcement,13,Taxation,9,Environmental protection,7,International affairs,6,"[(Economics and public finance, 1), (Science, technology, communications, 1)]",Economics and public finance,1,"Science, technology, communications",1,,,,,,,654,96.01,red,20,0,house,115
M001163,0,4,240,0.699707498,129,-0.437,1.99,Doris Matsui,D,14,4,0.230769231,95,CA,"[(Health, 54), (Government operations and politics, 26), (Immigration, 18), (Armed forces and national security, 12), (International affairs, 12)]",Health,54,Government operations and politics,26,Immigration,18,Armed forces and national security,12,International affairs,12,"[(Labor and employment, 2), (Agriculture and food, 1), (Transportation and public works, 1)]",Labor and employment,2,Agriculture and food,1,Transportation and public works,1,,,,,654,95.32,blue,20,0,house,115
M001160,1,8,455,0.661236185,179,-0.53,5.66,Gwen Moore,D,14,8,0.230769231,95,WI,"[(Health, 63), (Crime and law enforcement, 45), (Armed forces and national security, 36), (Government operations and politics, 36), (Education, 30)]",Health,63,Crime and law enforcement,45,Armed forces and national security,36,Government operations and politics,36,Education,30,"[(Crime and law enforcement, 2), (Finance and financial sector, 1), (Water resources development, 1), (Armed forces and national security, 1), (Transportation and public works, 1)]",Crime and law enforcement,2,Finance and financial sector,1,Water resources development,1,Armed forces and national security,1,Transportation and public works,1,654,94.98,blue,20,0.125,house,115
M001166,3,12,230,0.665092812,173,-0.258,1.22,Jerry McNerney,D,12,12,0.230769231,95,CA,"[(Government operations and politics, 31), (Crime and law enforcement, 22), (Health, 22), (Education, 22), (Taxation, 15)]",Government operations and politics,31,Crime and law enforcement,22,Health,22,Education,22,Taxation,15,"[(Water resources development, 2), (Energy, 2), (Taxation, 2), (Emergency management, 1), (Commerce, 1)]",Water resources development,2,Energy,2,Taxation,2,Emergency management,1,Commerce,1,654,94.74,blue,20,0.25,house,115
